餐厅名,种类,地址,评分,人均,链接
御霞苑泥烩鸡休闲农庄,粤菜,斗门区斗门镇接霞庄28号,3.4,54,https://www.meituan.com/meishi/92296635/
金福记猪肚鸡,粤菜,香洲区华平路16-3号,3,56,https://www.meituan.com/meishi/184770538/
大岗仙庙烧鸡（夏湾店）,粤菜,香洲区夏湾昌平路春泽名园332号,5,88,https://www.meituan.com/meishi/113243269/
潮撚冰室,粤菜,香洲区珠海大道3999号4043铺（双城汇处）,3.5,15,https://www.meituan.com/meishi/1656660709/
金顺德四季,粤菜,香洲区心华路敬业路51号,4.1,95,https://www.meituan.com/meishi/189013216/
竹苑咖喱叔（柠溪店）,粤菜,香洲区柠溪路292号（柠溪大口记旁）,4,16,https://www.meituan.com/meishi/175392955/
禾滋味茶餐厅,粤菜,香洲区吉大景园路19号诚丰星座一层107号商铺,4,56,https://www.meituan.com/meishi/113769035/
琴鸣海鲜大排档（长隆店）,粤菜,横琴新区横琴镇永兴街2号长隆可接送,3.7,61,https://www.meituan.com/meishi/163519272/
雅谷餐厅,粤菜,香洲区红山路新加坡花园一期旁,3.5,31,https://www.meituan.com/meishi/158390583/
老丁街坊厨房（香洲店）,粤菜,香洲区心华路208号（旺角百货工商银行正对面）,5,59,https://www.meituan.com/meishi/106080673/
珠海凤凰湾悦椿酒店·米宴餐厅,粤菜,香洲区港湾大道与泉星东路交汇珠海凤凰湾悦椿酒店五楼,3.7,72,https://www.meituan.com/meishi/175258132/
三板水乡农庄,粤菜,金湾区红旗镇三板路三板村工业区南,3.5,61,https://www.meituan.com/meishi/158892761/
潮汕海鲜大排档,粤菜,香洲区南屏泰南街34号一楼1号铺,3,58,https://www.meituan.com/meishi/159082924/
顺德御米粥城（斗门店）,粤菜,斗门区斗门区环湖北路环湖路8号,4,44,https://www.meituan.com/meishi/193397195/
海岛银珠大酒楼,粤菜,金湾区机场东路288号（康德莱公寓酒店二楼）,0,54,https://www.meituan.com/meishi/184510126/
華歡冰室WahFoon,粤菜,香洲区石花东路169号,4,75,https://www.meituan.com/meishi/184831724/
甜之心（为农街店）,粤菜,香洲区为农街101号（为农市场二楼）,4,56,https://www.meituan.com/meishi/159787199/
鸽一坊,粤菜,香洲区屏北二路,4.4,88,https://www.meituan.com/meishi/193901445/
誉品鸽,粤菜,香洲区石花东路169号海湾花园30栋104号,3.5,15,https://www.meituan.com/meishi/189827080/
老李美食,粤菜,香洲区夏湾路27号,4.5,16,https://www.meituan.com/meishi/194760256/
三叔庙湾烧鸡（前山店）,粤菜,香洲区粤海西路17号都会立方2楼（中山威尼斯楼下）,4.8,95,https://www.meituan.com/meishi/101555190/
官也街澳门美食,粤菜,香洲区九洲大道中1051号,4.5,56,https://www.meituan.com/meishi/163971981/
龙园餐馆,粤菜,香洲区高新区唐家湾镇金洲路93号一楼101房,3.5,61,https://www.meituan.com/meishi/702430174/
壹只牛潮汕牛肉火锅（前山路店）,粤菜,香洲区前山路37号翰林院3号铺位,3.5,31,https://www.meituan.com/meishi/911937368/
卡卡烤肉专门店,中式烧烤/烤串,香洲区胡湾路14号,4.6,44,https://www.meituan.com/meishi/186334066/
哈尔滨烧烤,中式烧烤/烤串,香洲区华平路12号,4.8,54,https://www.meituan.com/meishi/51866584/
柠檬精致烤肉,中式烧烤/烤串,香洲区拱北昌平路97号之一,5,75,https://www.meituan.com/meishi/6367393/
海禾烧,中式烧烤/烤串,香洲区昌平路粤华路308号,3.5,56,https://www.meituan.com/meishi/1750445247/
新楚记烧烤,中式烧烤/烤串,香洲区粤华路419号,5,88,https://www.meituan.com/meishi/192623333/
1001音乐餐吧（夏湾店）,中式烧烤/烤串,香洲区拱北昌平路263号（春泽名园正门对面）,4.7,15,https://www.meituan.com/meishi/125962010/
佳木斯东北特色原味烧烤,中式烧烤/烤串,香洲区拱北华平路73号商铺,5,95,https://www.meituan.com/meishi/193625606/
冯姐生蚝（华润万家店）,中式烧烤/烤串,香洲区迎宾南路1025号（拱北华润万家旁）,4.7,16,https://www.meituan.com/meishi/41001207/
海栈·蒸汽海鲜,中式烧烤/烤串,香洲区珠海市香洲区港昌路200号（近港昌路）,5,56,https://www.meituan.com/meishi/192248612/
海豚花园餐厅（长隆海洋王国店）,中式烧烤/烤串,横琴新区长隆大道深井1至3号楼（深湾车酷首层）,4.7,61,https://www.meituan.com/meishi/174933825/
万藏烧肉屋,中式烧烤/烤串,香洲区唐家镇唐人街2栋115号（唐人街龙门酒店楼下）,4.8,31,https://www.meituan.com/meishi/40833360/
老板很二（凉粉桥店）,中式烧烤/烤串,香洲区粤海中路1018号（凉粉桥巴士站后）,4.4,59,https://www.meituan.com/meishi/182495596/
1981只是一家串店（拱北店）,中式烧烤/烤串,香洲区迎宾南路2163号愚园内（摩尔广场旁）,4.3,72,https://www.meituan.com/meishi/165527214/
焱焱伊通烧鸽子烧烤,中式烧烤/烤串,香洲区港三路水润家园4号商铺,3.5,61,https://www.meituan.com/meishi/194913151/
得劲儿焖烤肉串（珠海旗舰店）,中式烧烤/烤串,香洲区香洲区百合街3号UNO街区2栋101-104房（富华里锦江之星旁）,4.6,58,https://www.meituan.com/meishi/1263568098/
东北人小黑烧烤（吉大店）,中式烧烤/烤串,香洲区吉大景园路吉福居主题公寓左侧,4.6,44,https://www.meituan.com/meishi/164659433/
青锋侠义·烧烤,中式烧烤/烤串,香洲区明珠南路1163号,4.6,54,https://www.meituan.com/meishi/194376717/
大汗碳烤羊腿（三灶店）,中式烧烤/烤串,金湾区映月路风水塘商业广场1层（凤鸣电影院旁边）,4.8,75,https://www.meituan.com/meishi/4468043/
食肉兽,中式烧烤/烤串,斗门区滨江路78-80号,5,56,https://www.meituan.com/meishi/150446912/
天台烧烤场·吹牛皮（红旗店）,中式烧烤/烤串,金湾区藤山一路大新商业街A区14号二楼商铺,4.7,88,https://www.meituan.com/meishi/191320398/
小树熊烤肉店（唐家店）,中式烧烤/烤串,香洲区明园新村19号（蛇平饭店对面）,5,15,https://www.meituan.com/meishi/194928422/
惹味烧烤场,中式烧烤/烤串,香洲区唐家湾镇金鼎那洲农贸市场西50米（古元文化广场内）,3,95,https://www.meituan.com/meishi/90589324/
肥仔虾庄·烤全羊,中式烧烤/烤串,香洲区银桦路368号（888美食街9号铺）,5,16,https://www.meituan.com/meishi/179420372/
漫熳烧,中式烧烤/烤串,香洲区人民西路870号,3.5,56,https://www.meituan.com/meishi/1097449849/
瓦烤·成都烧烤源于宜宾（奥园广场店）,中式烧烤/烤串,香洲区奥园广场商业街sy2栋2楼2024铺（3号门喷泉旁边上扶手电梯）,3.9,61,https://www.meituan.com/meishi/194293161/
好嗨串（新香洲店）,中式烧烤/烤串,香洲区心华路敬业路51号,3.5,31,https://www.meituan.com/meishi/188782465/
来客串烧烤,中式烧烤/烤串,香洲区翠微西路翠景路1131号6栋底层104号铺,3.5,59,https://www.meituan.com/meishi/1783375276/
梵思美红酒私房菜,中式烧烤/烤串,香洲区人民西路888号,3.5,72,https://www.meituan.com/meishi/969745449/
傻牛烤吧,中式烧烤/烤串,香洲区粤华路498号之二,4.7,61,https://www.meituan.com/meishi/1207480357/
香格里音乐餐吧,中式烧烤/烤串,香洲区拱北侨光西路169号宝裕美食城二层209210号,4.6,58,https://www.meituan.com/meishi/193273707/
NO·9烤吧（香洲店）,中式烧烤/烤串,香洲区香洲区双竹街20号2栋4号,4.6,44,https://www.meituan.com/meishi/188933712/
东北人小黑烧烤（前山店）,中式烧烤/烤串,香洲区鞍莲路71号,5,54,https://www.meituan.com/meishi/182430637/
劲烤场烧烤串串,中式烧烤/烤串,香洲区香洲区唐淇路3399号唐人街龙门酒店二楼,3.8,75,https://www.meituan.com/meishi/193441799/
K9时尚烤吧,中式烧烤/烤串,香洲区万科城,3.6,56,https://www.meituan.com/meishi/195134598/
炭官烤肉（前山店）,中式烧烤/烤串,香洲区岱山路麒麟花园16号商铺,4.3,88,https://www.meituan.com/meishi/184559610/
4号精酿工坊,中式烧烤/烤串,香洲区会同南路会同美食街（佐轮美发店旁）,0,15,https://www.meituan.com/meishi/184547845/
湘西小串烧烤,中式烧烤/烤串,香洲区园林路景园路11号（园明小学东面）,4.5,95,https://www.meituan.com/meishi/194352206/
挑食,中式烧烤/烤串,香洲区翠环路诚丰水晶座1栋1楼67-2号,5,16,https://www.meituan.com/meishi/187739848/
好嗨串（斗门店）,中式烧烤/烤串,斗门区江湾中路102号,4.2,56,https://www.meituan.com/meishi/668808799/
北国烤吧,中式烧烤/烤串,香洲区南屏镇珠海大道北山村北三巷8号,4.2,61,https://www.meituan.com/meishi/195196767/
主场球吧,中式烧烤/烤串,香洲区翠微东路48号（中京设计大厦首层）,3.5,31,https://www.meituan.com/meishi/171868534/
金牛把把烧,中式烧烤/烤串,香洲区环屏路24号,3.9,59,https://www.meituan.com/meishi/194994341/
BEER PA PA,中式烧烤/烤串,香洲区香宁三街柠溪路文化广场4楼404-405,5,72,https://www.meituan.com/meishi/194642236/
原木碳火烤肉,中式烧烤/烤串,香洲区怡华街29号,0,61,https://www.meituan.com/meishi/735543232/
一岳烧烤大本营,中式烧烤/烤串,香洲区山房路228号（神庙烧鸡旁）,3,58,https://www.meituan.com/meishi/104389569/
乡野庭院烧烤广场,中式烧烤/烤串,香洲区上冲西街与康城西路交叉口南50米,3.5,44,https://www.meituan.com/meishi/159010016/
发福老蒋长春烧烤（三灶店）,中式烧烤/烤串,金湾区映月路1号,4.4,75,https://www.meituan.com/meishi/193916476/
珠海凤凰湾悦椿酒店·影吧Shadow Bar,中式烧烤/烤串,香洲区广东省珠海市高新区泉星东路9号 珠海凤凰湾悦椿酒店,3.5,54,https://www.meituan.com/meishi/169262370/
富翔休闲餐吧,中式烧烤/烤串,横琴新区横琴镇港澳大道下村富翔旅游度假公寓一楼,4,56,https://www.meituan.com/meishi/194782647/
拓普火锅烧烤·TOP-BARBECUE,中式烧烤/烤串,香洲区粤华路与华平路交叉口万青门诊隔壁,0,88,https://www.meituan.com/meishi/166027491/
Hi烤吧,中式烧烤/烤串,香洲区昌平路156号,4.4,15,https://www.meituan.com/meishi/641012906/
左大个烧烤,中式烧烤/烤串,香洲区翠微西路668号,3.7,16,https://www.meituan.com/meishi/195546459/
拐角儿,中式烧烤/烤串,香洲区景乐路20号,5,95,https://www.meituan.com/meishi/195208856/
下半场烧烤小龙虾,中式烧烤/烤串,香洲区吉大九洲大道中1078号嘉年华国际公寓107号商铺,3,56,https://www.meituan.com/meishi/166118929/
内蒙古炭烤羊腿（南屏店）,中式烧烤/烤串,香洲区南屏坪岚路65号A1区域一楼5号商铺（南屏文化广场旁）,4.6,61,https://www.meituan.com/meishi/4215329/
人来人往烧烤吧,中式烧烤/烤串,香洲区香洲柠溪路双竹街20号1栋9号（岭南世家正门往柠溪路直走50米右转50米，在道路左侧）,4,31,https://www.meituan.com/meishi/105778200/
老板很二（前山店）,中式烧烤/烤串,香洲区翠微西路595号立洲大厦1楼（暨南大学对面）,3.9,59,https://www.meituan.com/meishi/118082297/
悦7烤吧,中式烧烤/烤串,香洲区白石路101号南油花园十六小学旁（富华里旁边）,4.3,72,https://www.meituan.com/meishi/192697171/
炙倾城花味烤肉,中式烧烤/烤串,香洲区前山所前山桂花北路211号（兰埔花园）,3.5,61,https://www.meituan.com/meishi/1948108785/
野人串吧,中式烧烤/烤串,香洲区桂花北路,3.9,58,https://www.meituan.com/meishi/192557834/
梵间西餐厅·烧烤吧,中式烧烤/烤串,香洲区翠珠四街51号蓝海金融大厦一层101号,3.3,44,https://www.meituan.com/meishi/183987375/
柠檬烧烤公园,中式烧烤/烤串,香洲区前河西路华发世纪城星巴克楼上,4.2,54,https://www.meituan.com/meishi/193444809/
西域骆驼客烤羊腿,中式烧烤/烤串,香洲区港三路264号（华达花园旁边）,4.5,75,https://www.meituan.com/meishi/4833961/
薛记蚝门,中式烧烤/烤串,香洲区粤华路152号,3.8,56,https://www.meituan.com/meishi/194953494/
王子烤肉,中式烧烤/烤串,香洲区岭南路6号132商铺,4.8,88,https://www.meituan.com/meishi/5371010/
报告班长东北烧烤,中式烧烤/烤串,香洲区财源道步行街504号商铺,4.8,15,https://www.meituan.com/meishi/179121739/
波吧烧烤,中式烧烤/烤串,香洲区人民西路189号（康怡花园商铺）,4.6,95,https://www.meituan.com/meishi/5608298/
鱼羊鲜美食烤吧,中式烧烤/烤串,横琴新区横琴镇永兴街18号（风情广场旁）,4.4,16,https://www.meituan.com/meishi/60923188/
龙坛山庄,中式烧烤/烤串,斗门区龙西村港霞西路龙坛水淋泵2号（即实验中学旁龙坛村口）,4.7,56,https://www.meituan.com/meishi/2536087/
三五瓶烧烤,中式烧烤/烤串,香洲区环屏路南环路24号,3,61,https://www.meituan.com/meishi/184027650/
猎人烧烤餐吧,中式烧烤/烤串,斗门区井岸镇朝南路323号一单元A05、A06（即朝福苑对面）,3.8,31,https://www.meituan.com/meishi/181488425/
小鲜肉延边朝鲜族烤串（拱北店）,中式烧烤/烤串,香洲区水湾路216号银海新村35座A铺,4.2,59,https://www.meituan.com/meishi/182356892/
寻味烧烤,中式烧烤/烤串,香洲区南屏街口，华夏国际酒店旁，容闳广场1楼,4.6,72,https://www.meituan.com/meishi/91510902/
湛江蚝庄烧烤,中式烧烤/烤串,香洲区景山路59号,4.1,61,https://www.meituan.com/meishi/174871766/
爱尚·烧烤餐吧,中式烧烤/烤串,香洲区鞍莲路13号,4.6,58,https://www.meituan.com/meishi/184389263/
海鲜烧,中式烧烤/烤串,香洲区水湾路203-207号,3,44,https://www.meituan.com/meishi/180710585/
佳烽烤吧,中式烧烤/烤串,香洲区明珠南路1026号,4.6,54,https://www.meituan.com/meishi/187193731/
小牛泥炉烤肉,中式烧烤/烤串,香洲区港二路35号（宠物街对面）,3.7,75,https://www.meituan.com/meishi/62772616/
烟火味道烤文化浪漫餐吧,中式烧烤/烤串,香洲区珠海大剧院海韵广场A区3层,4.3,56,https://www.meituan.com/meishi/179539463/
齐齐哈尔烧烤店（北山店）,中式烧烤/烤串,香洲区南屏镇北山秀毓文化街小美居10号之六,4.4,15,https://www.meituan.com/meishi/169178271/
老狼大盘鸡（珠海印象城店）,中式烧烤/烤串,香洲区明珠北路印象城山姆会员店3楼,3.4,88,https://www.meituan.com/meishi/190707987/
一道味,中式烧烤/烤串,香洲区景园路9号金嘉创客汇C栋106商铺,3.8,95,https://www.meituan.com/meishi/194687608/
大家旺烧鸡,中式烧烤/烤串,香洲区人民西路1008号12栋8号铺（富轩便利店对面）,3.5,16,https://www.meituan.com/meishi/179605804/
巷子里烤肉,中式烧烤/烤串,香洲区龙岗街20号一栋101,4.6,56,https://www.meituan.com/meishi/160218554/
瑞吉音乐餐厅,中式烧烤/烤串,金湾区小林村三顷一街五巷3号-1,5,61,https://www.meituan.com/meishi/1789788982/
遇见烧烤吧,中式烧烤/烤串,香洲区粤华路与昌平路交叉口二楼（平安银行对面）,4.6,31,https://www.meituan.com/meishi/182028147/
海纳烧烤吧,中式烧烤/烤串,香洲区大学路,4.4,59,https://www.meituan.com/meishi/1003389801/
吸引力烤吧,中式烧烤/烤串,金湾区北河二路易发大厦首层商铺（中影傲视电影院正门对面）,4.3,72,https://www.meituan.com/meishi/162668166/
叫啥麻辣烫.烧烤,中式烧烤/烤串,香洲区高新区唐家湾镇前湾一路华发新天地人才公寓一层商铺4栋1层A402,3.5,61,https://www.meituan.com/meishi/159556457/
张记烤吧,中式烧烤/烤串,香洲区拱北港二路123号星河苑,3.5,58,https://www.meituan.com/meishi/105142742/
midnight·湿辣牛肉（前山店）,中式烧烤/烤串,香洲区明珠南路2288号,5,44,https://www.meituan.com/meishi/162650722/
佳木斯烧烤,中式烧烤/烤串,香洲区华平路12-3号,4.8,54,https://www.meituan.com/meishi/169066983/
裕丰泥炉烤肉,中式烧烤/烤串,香洲区拱北夏湾华平路都市花园B区商服12-3号（拱北社区卫生服务中心对面）,3.5,75,https://www.meituan.com/meishi/158892473/
大将串烧,中式烧烤/烤串,香洲区唐家湾镇唐人街5栋102号,3.9,56,https://www.meituan.com/meishi/164621299/
再叙老街烧烤吧,中式烧烤/烤串,香洲区前山西门街28号（千鹤广场巴士站往天虹商场100米处）,0,15,https://www.meituan.com/meishi/178277275/
锦州烧烤·灌县老妈砂锅串串,中式烧烤/烤串,香洲区心华路152号-1（广富市场对面）,4.7,88,https://www.meituan.com/meishi/166615908/
阳光东北烤肉,中式烧烤/烤串,香洲区拱北街道昌平路312号（春泽名园公交站对面）,3.5,95,https://www.meituan.com/meishi/184954619/
芽米粥膳（果然花集店）,中式烧烤/烤串,香洲区北山南牌坊街7号之12（果然花集创意园内上坡直走100米）,4.5,16,https://www.meituan.com/meishi/187259814/
饕餮烧烤,中式烧烤/烤串,香洲区南屏镇环屏路5号商业楼M005商铺,4.8,56,https://www.meituan.com/meishi/192521770/
洪先生烧烤（三灶店）,中式烧烤/烤串,金湾区机场西路伟民路21号首层1号商铺  九龙酒店旁,4.5,61,https://www.meituan.com/meishi/195152143/
重庆石锅鱼,中式烧烤/烤串,斗门区白蕉路3166号日富大厦一楼,4,31,https://www.meituan.com/meishi/157145635/
萤火虫音乐餐吧,中式烧烤/烤串,香洲区上栅大街上栅商业街,3,59,https://www.meituan.com/meishi/195940419/
蔡记烤肉店,中式烧烤/烤串,香洲区明珠南路3168号恒隆集团旁（明珠公交站旁）,4.4,72,https://www.meituan.com/meishi/167405737/
苏记烧烤·东北风味,中式烧烤/烤串,香洲区岭南路6-127,3.5,61,https://www.meituan.com/meishi/165267001/
庆江道烤肉,中式烧烤/烤串,香洲区粤华路405号（中国农业银行ATM机旁）,5,58,https://www.meituan.com/meishi/165687825/
果然好味特色烤牛肉,中式烧烤/烤串,斗门区滨江路153、155号（佳多利酒店斜对面）,5,44,https://www.meituan.com/meishi/175452687/
好兄弟碳烤肥牛,中式烧烤/烤串,香洲区环屏路24号（魅力牛香对面小路直入100米）,5,75,https://www.meituan.com/meishi/181430211/
下半场烧烤店,中式烧烤/烤串,香洲区前山所前山金山街44号商铺,3.5,54,https://www.meituan.com/meishi/157363796/
好嗨串（吉大店）,中式烧烤/烤串,香洲区白莲路128号第四中学旁边（四中旁）,3.6,56,https://www.meituan.com/meishi/163110425/
one night·一宵,中式烧烤/烤串,香洲区朝阳路76号（狮山路口）,3.4,88,https://www.meituan.com/meishi/164889578/
串客,中式烧烤/烤串,香洲区环屏路16号（珠海BOX创意区一楼）,3.3,15,https://www.meituan.com/meishi/179936318/
波吧匠烤,中式烧烤/烤串,香洲区洲山路13号A座一层一至五卡,4.4,95,https://www.meituan.com/meishi/186560147/
健骨头烧烤,中式烧烤/烤串,香洲区粤海西路148号,3.5,16,https://www.meituan.com/meishi/193075357/
夜小馆,中式烧烤/烤串,斗门区白蕉镇永福二路与白蕉路交口向西100米,3.9,56,https://www.meituan.com/meishi/94063847/
李不管把把烧（华发世纪城店）,中式烧烤/烤串,香洲区昌盛路376号1005商铺编号3116号商铺,3.5,61,https://www.meituan.com/meishi/180099841/
叻叻SoGood·饮品·简餐,中式烧烤/烤串,香洲区园林路景乐路51号,3.5,31,https://www.meituan.com/meishi/170660420/
串府,中式烧烤/烤串,香洲区珠海市香洲区九州大道东1298号首层,4.4,59,https://www.meituan.com/meishi/195177860/
湛泉烧烤,中式烧烤/烤串,香洲区环屏路一街116号南景苑旁,4.1,72,https://www.meituan.com/meishi/189861624/
鋒味&蚝門,中式烧烤/烤串,香洲区拱北港三路5号首层25号商铺,0,61,https://www.meituan.com/meishi/192140718/
蚝门·生蚝鸡火锅,中式烧烤/烤串,香洲区迎宾南路与粤海东路交界处银都酒店左边（铜锣湾广场对面）,5,58,https://www.meituan.com/meishi/189265791/
b2音乐餐吧building bar,中式烧烤/烤串,香洲区拱北粤华路309号4栋一楼105,5,44,https://www.meituan.com/meishi/189880402/
尚记老羊倌,西北菜,香洲区情侣南路328号（青蓝山庄食街处）,5,44,https://www.meituan.com/meishi/1237792/
蒙古阿妈（湾仔店）,西北菜,香洲区湾仔南湾南路银华商务酒店一楼,5,75,https://www.meituan.com/meishi/96932726/
兰小花牛肉面（吉大店）,西北菜,香洲区吉莲路90号商铺（嘉宝华健康药房旁）,4.3,54,https://www.meituan.com/meishi/63429420/
西贝莜面村（珠海华发商都店）,西北菜,香洲区珠海大道8号华发商都A馆1号楼3层A3005铺,3.7,56,https://www.meituan.com/meishi/6078246/
兰小花牛肉面（香洲店）,西北菜,香洲区洲山路13号（天鹅大酒店后）,4.1,15,https://www.meituan.com/meishi/177850197/
阿古拉蒙古大营（东坑店）,西北菜,香洲区旅游路东坑上扬村（普陀寺旁边）（上杨农庄隔壁）,3.6,88,https://www.meituan.com/meishi/164581128/
兰小花牛肉面（机场店）,西北菜,金湾区珠海机场候机楼一楼到达厅（二楼出发厅大家乐手扶电梯下一层）,3.4,95,https://www.meituan.com/meishi/179379869/
阿古拉蒙古大营（保税区店）,西北菜,香洲区香工路金地门道南门斜对面,3.5,16,https://www.meituan.com/meishi/186888566/
大福北京烤鸭（前山店）,京菜鲁菜,香洲区粤海西路17号都会立方3楼,4.9,44,https://www.meituan.com/meishi/117211918/
脆皮啤酒烤鸭,京菜鲁菜,香洲区景山路吉大临时市场内（吉大公交车站附近市场）,5,75,https://www.meituan.com/meishi/42560814/
东来顺饭庄（吉大店）,京菜鲁菜,香洲区情侣南路453号(近九州花园正门),4,54,https://www.meituan.com/meishi/1237518/
好运轩老北京烤鸭,京菜鲁菜,香洲区侨光西路双城国际旁,4.2,56,https://www.meituan.com/meishi/153649558/
老北京风味,京菜鲁菜,香洲区九州大道1312号（云海酒店对面）,3.9,15,https://www.meituan.com/meishi/1235986/
停云小镇,京菜鲁菜,斗门区莲洲镇光明村388号停云小镇（过桥南100米）,3.5,88,https://www.meituan.com/meishi/178035724/
海里撸串串火锅（夏湾店）,云贵菜,香洲区夏湾路126-130号,5,44,https://www.meituan.com/meishi/186661162/
云味馆过桥米线（扬名广场店）,云贵菜,香洲区凤凰南路1066号扬名广场二期6层,5,54,https://www.meituan.com/meishi/159902844/
蒙自源过桥米线（斗门新民店）,云贵菜,斗门区井岸镇新民路144号B区,3.9,75,https://www.meituan.com/meishi/1238466/
云味馆过桥米线（珠海印象城店）,云贵菜,香洲区明珠北路338号珠海印象城2层,4,56,https://www.meituan.com/meishi/113007668/
兰木肆云南菜,云贵菜,斗门区井岸镇中兴中路328号五层5F18号商铺,3.6,88,https://www.meituan.com/meishi/182667210/
筑味·贵州酸汤粉面馆,云贵菜,香洲区前山所前山明珠南路1101号诚丰广场2号楼2层L203商铺,5,15,https://www.meituan.com/meishi/41877418/
萤火虫音乐餐吧,云贵菜,香洲区上栅大街上栅商业街,3,95,https://www.meituan.com/meishi/195940419/
初晴,东南亚菜,香洲区北山正街北三巷29号（北山大院后）,3.5,44,https://www.meituan.com/meishi/195214208/
009叻沙面店,东南亚菜,横琴新区银河街橫琴商业步行街B09号,5,54,https://www.meituan.com/meishi/98187230/
万悦酒店·金厨泰国餐厅,东南亚菜,香洲区水湾路28号万悦酒店4楼,5,75,https://www.meituan.com/meishi/40654155/
泰瑶（海韵城店）,东南亚菜,香洲区渔湾路29号海韵城A区L1-6,4.8,56,https://www.meituan.com/meishi/163392813/
第五郡越南河粉,东南亚菜,香洲区兰埔路兰埔花园,4.5,88,https://www.meituan.com/meishi/165013825/
吉莲有间餐厅,东南亚菜,香洲区岭南路6-206号,4.7,15,https://www.meituan.com/meishi/4589774/
天蓬美式越南小馆（吉大店）,东南亚菜,香洲区九洲大道中1075号,4.3,95,https://www.meituan.com/meishi/41121147/
泰瑶东南亚小馆（莲花路店）,东南亚菜,香洲区莲花路莲花北路245号,5,16,https://www.meituan.com/meishi/194495998/
泰芒果（富华里店）,东南亚菜,香洲区九洲大道西2033号中海富华里6栋1-07,4.6,56,https://www.meituan.com/meishi/40241365/
越小姐•泰先生,东南亚菜,香洲区景山路288号国贸购物广场三层L3015号,4.5,61,https://www.meituan.com/meishi/95114887/
天蓬美式越南小馆（横琴店）,东南亚菜,香洲区横琴香江路10号横琴中央汇二楼205号铺,4,31,https://www.meituan.com/meishi/187979252/
小熊猫叻沙,东南亚菜,香洲区九洲大道西3040号一楼5号铺（距离富华里700米）,4.6,59,https://www.meituan.com/meishi/195952250/
越小姐泰先生泰国主题餐厅,东南亚菜,香洲区南湾南路3002号10号商铺（湾仔旅游码头内）,3.3,72,https://www.meituan.com/meishi/169102700/
小城泰厨（兰埔店）,东南亚菜,香洲区兰埔路127号（中国邮政对面）,4,58,https://www.meituan.com/meishi/51909151/
珠海凤凰湾悦椿酒店·米宴餐厅,东南亚菜,香洲区港湾大道与泉星东路交汇珠海凤凰湾悦椿酒店五楼,3.7,61,https://www.meituan.com/meishi/175258132/
薄荷叶餐厅,东南亚菜,香洲区明珠路2108号（福泰花园北门对面）,5,44,https://www.meituan.com/meishi/156644304/
泰瀾,东南亚菜,香洲区拱北港一路160号3栋首层29号商铺（海荣新村）,4.3,54,https://www.meituan.com/meishi/184349208/
金象苑泰国餐厅（水湾路店）,东南亚菜,香洲区水湾路74号（近南洋海景大酒店）,4.1,75,https://www.meituan.com/meishi/1235803/
初晴,东南亚菜,香洲区北山正街北三巷29号（北山大院后）,3.5,56,https://www.meituan.com/meishi/195214208/
知味丁肉骨茶（香洲店）,东南亚菜,香洲区海燕路99号（鑫北数码港旁）,3.9,88,https://www.meituan.com/meishi/5436216/
广源亚洲风味餐厅,东南亚菜,香洲区石花东路187号（九州中学正门对面）,4,15,https://www.meituan.com/meishi/168899795/
鲜一派,东南亚菜,金湾区红旗镇虹晖一路230号,4.6,95,https://www.meituan.com/meishi/40239329/
橙西泰餐,东南亚菜,香洲区南湾北路南屏镇北山村北街13号之一,5,16,https://www.meituan.com/meishi/184173253/
泰莲东南亚餐厅,东南亚菜,"香洲区拱北迎宾南路愚园1911之A07,A08号商铺（北岭巴士站后）",3.6,56,https://www.meituan.com/meishi/50981723/
小城泰厨（唐家店）,东南亚菜,香洲区唐淇路3399号5栋203（绿草地西餐厅对面）,4.1,61,https://www.meituan.com/meishi/160151270/
华品轩,东南亚菜,香洲区香洲北环街148号之一,3.5,31,https://www.meituan.com/meishi/180706960/
真越·越南风味餐厅,东南亚菜,香洲区园林路160号,3.5,59,https://www.meituan.com/meishi/195839455/
朝花里小馆,东南亚菜,香洲区珠海大道8号（华发商都B馆二楼，清迈泰楼上）,3,72,https://www.meituan.com/meishi/163573148/
清迈泰·泰式餐厅,东南亚菜,香洲区珠海大道8号（华发商都B馆一楼）,3.2,58,https://www.meituan.com/meishi/5950660/
庆江道手抓海鲜,海鲜,香洲区拱北夏湾西街34号之一,5,44,https://www.meituan.com/meishi/1136609899/
海鸿鲜蒸煮题餐厅（夏湾店）,海鲜,香洲区昌平路春泽名园288、290、292号铺（老川坊对面）,5,75,https://www.meituan.com/meishi/50659794/
珠海来魅力假日酒店海鲜自助餐,海鲜,香洲区围基路32号（拱北口岸广场对面）,4.7,54,https://www.meituan.com/meishi/1239484/
永兴生蚝火锅店（拱北店）,海鲜,香洲区水湾路87、89、91号,5,56,https://www.meituan.com/meishi/195600359/
圣琼美食汇-海鲜自助餐厅（吉大店）,海鲜,香洲区吉大路2号（国际会议中心裙楼2层，吉大汽车总站旁）,4.5,15,https://www.meituan.com/meishi/4243256/
五月花海鲜大酒楼,海鲜,香洲区情侣中路49号日东广场3楼,5,88,https://www.meituan.com/meishi/2576045/
Mr.水濑海鲜放题,海鲜,香洲区紫荆路301号茂业百货6楼,4.5,16,https://www.meituan.com/meishi/184400759/
冯姐生蚝（华润万家店）,海鲜,香洲区迎宾南路1025号（拱北华润万家旁）,4.7,95,https://www.meituan.com/meishi/41001207/
