餐厅名,种类,地址,评分,人均,链接
顺德福·牛花粥（山场店）,火锅,香洲区兴业路233号,3.2,59,https://www.meituan.com/meishi/195028262/
源牛道·四季牛肉（拱北店）,火锅,香洲区迎宾南路摩尔广场第一层F1-009、F1-010,4.7,72,https://www.meituan.com/meishi/90290742/
水禾轩·原汁原味蒸出健康（拱北店）,火锅,香洲区九洲大道西1031号、1033号、1035号商铺,4.5,58,https://www.meituan.com/meishi/94161436/
江南椰香-椰子鸡-鸡煲,火锅,香洲区紫荆路310号（紫荆园巴士站旁）,5,61,https://www.meituan.com/meishi/118173617/
江南椰香-椰子鸡-鸡煲,火锅,香洲区紫荆路310号（紫荆园巴士站旁）,5,44,https://www.meituan.com/meishi/118173617/
老基地·重庆老火锅,火锅,香洲区迎宾南路2126号（香江维克酒店一楼）,3.9,75,https://www.meituan.com/meishi/107137132/
牛蛙爱上鱼（井岸店）,火锅,斗门区中兴南路248号顺客隆一楼119号商铺（建设银行旁边）,3.8,54,https://www.meituan.com/meishi/116124208/
乾京楼老北京涮肉,火锅,香洲区翠微西路668号,4.9,56,https://www.meituan.com/meishi/195867121/
火鱼板烧火锅,火锅,香洲区联安路22-26凤凰谷假日酒店首层4-5号商铺,5,15,https://www.meituan.com/meishi/195956389/
蛙大叔·炭火蛙锅纸包鱼（二城广场店）,火锅,香洲区明珠南路2051号二城广场4楼,5,88,https://www.meituan.com/meishi/734476666/
拾利生蚝火锅鸡煲鱼头煲,火锅,香洲区翠峰街203号顺景园小区正门旁,4.4,16,https://www.meituan.com/meishi/743401810/
有福气猪肚鸡（金鼎店）,火锅,香洲区金鼎镇宁堂村6号,4.4,95,https://www.meituan.com/meishi/99081790/
大咖卜卜贝,火锅,香洲区环屏路南湾北路45号弘桥商城临街商铺,5,56,https://www.meituan.com/meishi/912282009/
九玺炉旋转小火锅,火锅,香洲区柠溪路387号,4.3,61,https://www.meituan.com/meishi/1192880306/
冯姐生蚝餐厅（拱北莲花路店）,火锅,香洲区莲花路步行街159号,3.4,31,https://www.meituan.com/meishi/157312891/
曾氏冒菜,火锅,金湾区永和商业街66和67号,4.4,59,https://www.meituan.com/meishi/89132085/
叹佬鸡煲,火锅,香洲区梅界路奥园广场二楼,3.5,72,https://www.meituan.com/meishi/1793606108/
蜀窰砂罐串串（鸡山店）,火锅,香洲区唐家湾鸡山村锦枫鸡山美食街,3.9,61,https://www.meituan.com/meishi/1977252016/
大自然醉鹅（唐家店）,火锅,香洲区前湾一路高新新天地4栋（唐家人才公寓东门旁）,4.5,58,https://www.meituan.com/meishi/132914132/
重庆德庄火锅,火锅,香洲区珠海大道33号（天朗海峰华润万家一楼）,5,44,https://www.meituan.com/meishi/112953425/
肖氏霸王牛肉（界涌店）,火锅,香洲区工北街39号一楼H7,4.2,54,https://www.meituan.com/meishi/92279573/
猪油捞面牛杂火锅,火锅,斗门区江湾中路226号,3.5,75,https://www.meituan.com/meishi/70314355/
老友记羊庄,火锅,香洲区粤海西路18号友邦建材二楼,4.8,56,https://www.meituan.com/meishi/88047612/
小龙坎老火锅（粤海店）,火锅,香洲区粤海中路1035号,3.4,15,https://www.meituan.com/meishi/71295099/
汤响自助回转火锅（天虹商场店）,火锅,香洲区明珠南路1101号天虹商场负一楼（天虹超市入口旁）,3.4,88,https://www.meituan.com/meishi/113868130/
和利源牛肉火锅（拱北店）,火锅,香洲区迎宾南路2071号（华侨宾馆正对面）,3.8,16,https://www.meituan.com/meishi/119504816/
何记风味菜馆,火锅,香洲区怡华街10号A商铺（许生粥坊旁）,5,95,https://www.meituan.com/meishi/99309579/
金利元,火锅,香洲区环屏路14-16号（珠海南屏BOX玩文化创意园3栋2楼）,0,56,https://www.meituan.com/meishi/160699844/
十月纳禾·蒸汽海鲜火锅（三灶店）,火锅,金湾区嘉珠时代广场二期二楼特色食街入口处第一间商铺（日式料理旁）（麦当劳侧门对面二楼）,5,61,https://www.meituan.com/meishi/162271651/
添记鸽鸟轩,火锅,金湾区南翔路与虹晖路交叉口创宏商业广场1楼37-40号（烤尚985℃旁）,4,31,https://www.meituan.com/meishi/163004516/
富民潮州牛肉火锅,火锅,金湾区藤山二路80号商铺怡昌花园,5,59,https://www.meituan.com/meishi/163158630/
金众记猪肚鸡（唐家店）,火锅,香洲区唐家湾镇岭头脚二巷36号一楼商铺,5,72,https://www.meituan.com/meishi/163423044/
花荷良田|音乐主题餐厅（新香洲店）,火锅,香洲区人民西路856号金诺酒店一层6-7号铺（金米轩楼下）,4.1,58,https://www.meituan.com/meishi/163434970/
芝麻串串香重庆火锅（井岸店）,火锅,斗门区滨江路32-34号,3.7,61,https://www.meituan.com/meishi/163522914/
好彩四季粤潮茗火锅,火锅,香洲区兰埔路199号（中国城大厦首层兰埔电影院旁）,5,44,https://www.meituan.com/meishi/164228414/
泰马·泰式火锅,火锅,香洲区广福街19号（第九中学往单行道直走60米）,5,54,https://www.meituan.com/meishi/164550575/
鸽鸽叫食馆,火锅,香洲区香溪路46号吉宁山庄楼下4号铺,4.9,75,https://www.meituan.com/meishi/152371456/
牛蛙爱上鱼（红旗店）,火锅,金湾区南翔路红旗创宏商业广场15号商铺（羊蝎子旁）,3.5,56,https://www.meituan.com/meishi/164885548/
龙记牧牛轩,火锅,香洲区景乐路16号（龙发海鲜城后侧）,0,88,https://www.meituan.com/meishi/164993796/
蒸鲜·营养蒸锅,火锅,香洲区九洲大道中1199号（泰福国际金融大厦2层）,5,15,https://www.meituan.com/meishi/165059115/
大成味来小郡肝串串火锅,火锅,香洲区昌平路276号（八一花园正门对面）,3.3,95,https://www.meituan.com/meishi/165070090/
古乐牛香,火锅,香洲区吉莲路吉莲市场旁,3,16,https://www.meituan.com/meishi/165237697/
赢到粥·四季冬瓜粥底·牛肉火锅（夏湾店）,火锅,香洲区港昌路252号星耀酒店首层商铺（港二路轻轨下的十字路口）,4.7,56,https://www.meituan.com/meishi/97222699/
老海记牛肉火锅,火锅,香洲区宝中路与德政街交口商业步行街A15号临时街亭（建设银行门口）,0,61,https://www.meituan.com/meishi/165624513/
牛门新派汕头牛肉火锅,火锅,金湾区广安路92号,5,31,https://www.meituan.com/meishi/165811156/
坎爷秘制火锅,火锅,香洲区迎宾南路2155号（愚园旁）,5,59,https://www.meituan.com/meishi/166584265/
潮泰六合牛肉火锅店,火锅,香洲区香洲区吉大大姑乸街8号,4.2,72,https://www.meituan.com/meishi/168918183/
串掌门砂锅串串香（三灶店）,火锅,金湾区三灶镇金海岸大道西245（麦当劳旁）,3.1,61,https://www.meituan.com/meishi/170546678/
情义巴蜀火锅城,火锅,香洲区金鼎金峰中路15号（近金鼎市场）,3.7,58,https://www.meituan.com/meishi/171876882/
锅说·重庆老火锅,火锅,香洲区梅界路奥园广场二楼L2-33,3.3,44,https://www.meituan.com/meishi/171956680/
七兵衞烤肉,火锅,香洲区唐家湾唐人街5栋103室,3.8,54,https://www.meituan.com/meishi/177474848/
曲氏老北京涮肉,火锅,香洲区香洲区粤华路341-1号门市（都市花园西区门市）,5,75,https://www.meituan.com/meishi/179285070/
麻辣定制（横琴中央汇店）,火锅,香洲区香江路中央汇19号二楼（澳门大学对面）,4.8,56,https://www.meituan.com/meishi/179295065/
渝真味串香火锅,火锅,香洲区前湾一路高新新天地3栋1层（唐家人才公寓东门旁）,5,88,https://www.meituan.com/meishi/180577135/
食肉兽,火锅,斗门区滨江路78-80号,5,15,https://www.meituan.com/meishi/150446912/
盖式蟹煲品牌连锁店（扬名广场店）,火锅,香洲区凤凰南路1088号扬名广场7楼（探鱼旁）,3.8,16,https://www.meituan.com/meishi/182373809/
汕头牛肉火锅,火锅,金湾区广安路厂房区26号（常记雷州羊庄旁边）,5,95,https://www.meituan.com/meishi/112281237/
凌凌發火锅宫,火锅,香洲区拱北夏湾华平路6-1商铺（都市花园自由居）,4.2,56,https://www.meituan.com/meishi/184071632/
大喜麻辣拌（牛津街店）,火锅,香洲区海城路34-58号第54号商铺,5,61,https://www.meituan.com/meishi/195143328/
杨国福麻辣烫（南屏店）,火锅,香洲区环屏路2街12号（星光大道KTV附近）,3.9,31,https://www.meituan.com/meishi/157857196/
张大师鸭爪爪特色火锅,火锅,香洲区明珠南路金嘉创业谷1栋（翠景工业区巴士站后）,4.9,59,https://www.meituan.com/meishi/113125866/
芝麻串串香重庆火锅（拱北店）,火锅,香洲区昌盛路来魅力壁画村74号67幢底层f09,4.2,72,https://www.meituan.com/meishi/169283725/
壹只牛·潮汕牛肉火锅（湾仔店）,火锅,香洲区湾仔中盛路55-57号八层工商业大厦一楼,3.8,58,https://www.meituan.com/meishi/1633579163/
客串•火锅串串,火锅,香洲区白合街5号UNO街区商铺,4.8,61,https://www.meituan.com/meishi/1666541382/
啊咕咔咔烤吧·老长沙龙虾馆,火锅,香洲区金峰中路上栅商业街牛蛙大咔主体餐厅对面,3.5,44,https://www.meituan.com/meishi/169972705/
牛品记潮汕牛肉火锅,火锅,香洲区金鸡路56号左右创意园1栋1楼7-8号,4.3,54,https://www.meituan.com/meishi/1950989398/
蜀窑砂罐串串（红旗店）,火锅,金湾区广安路92号（御景城对面）,4,75,https://www.meituan.com/meishi/184330652/
觅姐麻辣烫（万科店）,火锅,香洲区上冲云峰路188号TOD万科城商业街,3.5,56,https://www.meituan.com/meishi/184510599/
一品香牛庄（拱北店）,火锅,香洲区粤海东路1077号（粤海东巴士站对面）,4.2,15,https://www.meituan.com/meishi/72823439/
鸿仔生滚粥,火锅,金湾区珠海大道港城花园93号商铺,3,88,https://www.meituan.com/meishi/107003837/
余云居飘香牛杂火锅,火锅,香洲区白石路105号一楼B区4号（九洲大道与白石路交口）,4,95,https://www.meituan.com/meishi/177750163/
海鸿鲜蒸煮题餐厅（拱北口岸店）,火锅,香洲区昌盛路龙珠达酒店1-2楼（珠海轻轨站对面）,4.3,16,https://www.meituan.com/meishi/159862363/
蜀窑砂罐串串（香洲店）,火锅,香洲区华海路44号一层（美玲保健中心对面）,4.5,56,https://www.meituan.com/meishi/163965130/
有个院子·花园餐吧,火锅,香洲区石花西路209号首层（格力地产后面）,3.6,61,https://www.meituan.com/meishi/181434379/
天天鲜牛肉,火锅,金湾区三灶镇榕月路158号厂房A一01商铺,5,31,https://www.meituan.com/meishi/119204129/
麻辣城主（红旗店）,火锅,金湾区红旗镇广安路319号梅雁大厦（格林豪泰酒店旁）,5,59,https://www.meituan.com/meishi/164377077/
围炉夜话,火锅,香洲区情侣南路336号（青蓝山庄沿街商铺）,0,72,https://www.meituan.com/meishi/164620039/
口口香,火锅,金湾区旗景中央园（和亭日料附近）,4.2,58,https://www.meituan.com/meishi/164994063/
百味记小郡肝火锅串串,火锅,香洲区迎宾南路1099号米兰百货二楼B001,4,61,https://www.meituan.com/meishi/165596222/
百味记小郡肝火锅串串,火锅,香洲区迎宾南路1099号米兰百货二楼B001,4,44,https://www.meituan.com/meishi/165596222/
雷州梁记羊庄,火锅,香洲区莲花路287号,3.8,54,https://www.meituan.com/meishi/168917791/
串掌门砂锅串串香（拱北店）,火锅,香洲区拱北粤海东路1068号一楼中铺（粤海酒店对面）,3.4,75,https://www.meituan.com/meishi/169351910/
柠檬鱼（朝阳路店）,火锅,香洲区朝阳路103号金裕时尚酒店隔壁（牛津公馆对面）,3,56,https://www.meituan.com/meishi/169365154/
金福记猪肚鸡,火锅,香洲区华平路16-3号,3,88,https://www.meituan.com/meishi/184770538/
芝麻串串香重庆火锅（红旗店）,火锅,金湾区广安路丽枫酒店斜对面,4.4,15,https://www.meituan.com/meishi/177601939/
爱尚牛鼎记·潮汕牛肉火锅（大前门店）,火锅,香洲区明珠南路2023号大前门商业广场3楼,5,95,https://www.meituan.com/meishi/185648897/
探牛·鲜牛肉火锅（拱北新市花园店）,火锅,香洲区比邻巷粤华路152号（新市花园门口）,4.8,16,https://www.meituan.com/meishi/181473075/
洪崖洞重庆火锅（大信新都汇店）,火锅,斗门区江湾中路328号大信新都汇5F,4.3,56,https://www.meituan.com/meishi/182672983/
海里撸串串火锅（南屏店）,火锅,香洲区环屏路16号BOX创意区2栋1楼1003-1005,4.2,61,https://www.meituan.com/meishi/186969342/
蛙大叔·炭火蛙锅（摩尔广场店）,火锅,香洲区迎宾南路摩尔广场三楼,3.8,31,https://www.meituan.com/meishi/183396813/
锅掌门小郡肝串串,火锅,斗门区埔青街与金泰路交叉口东50米,4.5,59,https://www.meituan.com/meishi/184203912/
鑫淼猪肚鸡（斗门大道店）,火锅,斗门区斗门区斗门大道龙山酒店旁,4.1,72,https://www.meituan.com/meishi/187859627/
转转乐涮烤吧,火锅,金湾区南水镇同心路南水商业街,3.5,58,https://www.meituan.com/meishi/185398655/
御春牛潮汕牛肉火锅,火锅,香洲区九洲大道西兰埔花园2046号,5,61,https://www.meituan.com/meishi/188866656/
青I花椒鱼品味馆,火锅,香洲区兴业路237号一楼（肯德基往南约100米）,4.1,44,https://www.meituan.com/meishi/189371056/
蚝门·生蚝鸡火锅,火锅,香洲区迎宾南路与粤海东路交界处银都酒店左边（铜锣湾广场对面）,5,75,https://www.meituan.com/meishi/189265791/
益源牛肉店,火锅,香洲区柠溪路338号,3.5,54,https://www.meituan.com/meishi/190724924/
開運打邊爐,火锅,香洲区翠海路凤凰南路1088号（摩登食堂旁）,3.5,56,https://www.meituan.com/meishi/190571969/
新佳濠横琴生蚝火锅（侨光路店）,火锅,香洲区侨光西路169号宝裕美食街首层119（国寿大厦对面）,4,15,https://www.meituan.com/meishi/192548037/
天台烧烤场·吹牛皮（红旗店）,火锅,金湾区藤山一路大新商业街A区14号二楼商铺,4.7,88,https://www.meituan.com/meishi/191320398/
十月纳禾·蒸汽主题火锅（红旗店）,火锅,金湾区南翔路68号,5,95,https://www.meituan.com/meishi/192801902/
鑫淼猪肚鸡（井岸店）,火锅,斗门区斗门区272省道中兴北路66号,4.1,16,https://www.meituan.com/meishi/192672089/
渔乐圈卜卜贝,火锅,香洲区香埠路卫星街127号,4.9,56,https://www.meituan.com/meishi/192677454/
顺德福临门牛花粥,火锅,斗门区黄杨大道中国石化西湾加油站旁（黄杨大道东公交站）,4.2,61,https://www.meituan.com/meishi/193718115/
蚝小仙（横琴店）,火锅,香洲区香江路,4.1,31,https://www.meituan.com/meishi/194002442/
悠客鱼悦,火锅,香洲区龙舟路龙舟街58号,4,59,https://www.meituan.com/meishi/194954104/
粤好食,火锅,香洲区兰埔路137号铺（圆明山庄对面）,4.2,72,https://www.meituan.com/meishi/92295315/
粥之庄,火锅,香洲区吉大景乐路20号厨房、餐厅第一层圆楼及117号商铺,3.8,58,https://www.meituan.com/meishi/194705101/
亮健容天（红旗店）,火锅,金湾区虹晖二路创宏商业广场17-20号,4.5,61,https://www.meituan.com/meishi/113670810/
滚滚轩海南椰子鸡海鲜火锅,火锅,香洲区昌平路259号（春泽名园正门对面帝景酒店首层）,4,44,https://www.meituan.com/meishi/159101815/
九岭餐厅,火锅,金湾区红旗藤山一路大新市场爱婴岛旁九岭餐厅,5,54,https://www.meituan.com/meishi/185183030/
逅海四季音乐餐吧|HOO HI U（柠溪店）,火锅,香洲区胡湾路171号（凯歌KTV1楼）,3.8,75,https://www.meituan.com/meishi/195982460/
金味轩顺德粥底火锅,火锅,金湾区南翔路红旗镇创宏商业广场一楼商铺,3,56,https://www.meituan.com/meishi/563104314/
壹只牛潮汕牛肉火锅（前山路店）,火锅,香洲区前山路37号翰林院3号铺位,3.5,15,https://www.meituan.com/meishi/911937368/
时时四季火锅店,火锅,斗门区井岸镇江湾一路151号,0,88,https://www.meituan.com/meishi/1484798314/
汕头八合里海记牛肉火锅店（吉大店）,火锅,香洲区景山路62号堃腾酒店一楼大堂,5,95,https://www.meituan.com/meishi/114891955/
吴铭怀旧火锅（新香洲店）,火锅,香洲区人民西路与三台石路交叉口仁恒星园商业街二楼商铺,5,16,https://www.meituan.com/meishi/125167496/
龙都鲜牛肉潮汕火锅,火锅,香洲区南屏镇环屏路8号（南屏镇南屏商业步行街旁，7天连锁酒店后侧）,4,56,https://www.meituan.com/meishi/116746331/
德和坊,火锅,香洲区明园路24号,3.7,61,https://www.meituan.com/meishi/186111039/
后门成都火锅（南屏店）,火锅,香洲区南屏环屏路3号,3.8,31,https://www.meituan.com/meishi/186819800/
展记羊庄•小龙虾,火锅,金湾区广安路金银D栋,4.6,59,https://www.meituan.com/meishi/76453808/
利章美蛙鱼头火锅,火锅,香洲区明珠南路1026号,5,72,https://www.meituan.com/meishi/187861033/
阿波潮汕牛肉店（夏湾店）,火锅,香洲区昌平路粤华路425号（夏湾华宁花园爱婴岛对面）,4.7,58,https://www.meituan.com/meishi/187874236/
